safety_value,throttle,steering,current,voltage,IMU[0],IMU[1],IMU[2],velocity,elapsed time,opti x,opti y,opti rot,opti time
0.0,0.17000000178813934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000448227,0.0,0.0,0.0,0.0
0.0,0.17000000178813934,0.0,0.4099999964237213,8.0,-0.28999999165534973,0.10999999940395355,0.9700000286102295,0.0,0.09766125599999997,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534517.6356273
0.0,0.17000000178813934,0.0,0.3400000035762787,8.0,-0.09000000357627869,-0.28999999165534973,1.7200000286102295,0.0,0.197320222,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534517.7357974
0.0,0.17000000178813934,0.0,0.27000001072883606,8.0,-0.029999999329447746,0.3700000047683716,0.7300000190734863,0.0,0.297880888,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534517.835683
0.0,0.17000000178813934,0.0,0.25,8.0,-0.07999999821186066,-0.009999999776482582,1.440000057220459,0.0,0.397526979,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534517.9358003
0.0,0.17000000178813934,0.0,0.25999999046325684,8.0,0.029999999329447746,-0.33000001311302185,1.440000057220459,0.0,0.497512579,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534518.0356169
0.0,0.17000000178813934,0.0,0.25999999046325684,8.0,-0.09000000357627869,0.3100000023841858,0.6000000238418579,0.0,0.5979487889999999,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534518.135822
0.0,0.17000000178813934,0.0,0.3100000023841858,8.0,0.019999999552965164,-0.1599999964237213,1.4700000286102295,0.0,0.698619127,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534518.2439072
0.0,0.17000000178813934,0.0,0.3799999952316284,8.0,0.11999999731779099,-0.2800000011920929,1.2200000286102295,0.0,0.79767394,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534518.343839
0.0,0.17000000178813934,0.0,0.4099999964237213,8.0,-0.15000000596046448,0.3400000035762787,0.6000000238418579,0.0,0.898236513,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534518.4355702
0.0,0.17000000178813934,0.0,0.4000000059604645,8.0,-0.10000000149011612,-0.019999999552965164,1.4500000476837158,0.0,0.99884367,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534518.5357964
0.0,0.17000000178813934,0.0,0.4099999964237213,8.0,-0.07000000029802322,-0.3700000047683716,1.5,0.0,1.0976779460000001,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534518.6357145
0.0,0.17000000178813934,0.0,0.4000000059604645,8.0,0.10999999940395355,0.15000000596046448,0.6299999952316284,0.0,1.1977183820000001,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534518.7359242
0.0,0.17000000178813934,0.0,0.41999998688697815,8.0,-0.3499999940395355,0.10999999940395355,1.0199999809265137,0.0,1.297621011,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534518.8439593
0.0,0.17000000178813934,0.0,0.38999998569488525,8.0,-0.10999999940395355,-0.4000000059604645,1.6299999952316284,0.0,1.397366285,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534518.93552
0.0,0.17000000178813934,0.0,0.3199999928474426,8.0,0.14000000059604645,-0.15000000596046448,0.8100000023841858,0.0,1.4975759979999999,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534519.0357332
0.0,0.17000000178813934,0.0,0.25999999046325684,8.0,-0.30000001192092896,0.33000001311302185,0.6600000262260437,0.0,1.5973224639999999,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534519.1356165
0.0,0.17000000178813934,0.0,0.25999999046325684,8.0,0.05000000074505806,-0.15000000596046448,1.5099999904632568,0.0,1.69767189,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534519.2363782
0.0,0.17000000178813934,0.0,0.25,8.0,0.09000000357627869,-0.3400000035762787,1.309999942779541,0.0,1.799224615,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534519.3439558
1.0,0.17000000178813934,0.0,0.25999999046325684,8.0,-0.23000000417232513,0.36000001430511475,0.6700000166893005,0.0,1.897558212,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534519.4441485
1.0,0.17000000178813934,0.0,0.33000001311302185,8.0,-0.05000000074505806,-0.05000000074505806,1.4199999570846558,0.0,1.998183012,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534519.5357022
1.0,0.17000000178813934,0.0,0.4300000071525574,8.0,0.1599999964237213,-0.4699999988079071,1.4299999475479126,1.3600000143051147,2.097937822,-3.7470483779907227,-0.06406348943710327,-0.7663547992706299,1668534519.635698
1.0,0.17000000178813934,0.0,1.3799999952316284,7.949999809265137,0.9800000190734863,0.23999999463558197,7.460000038146973,2.759999990463257,2.1976239680000003,-4.253840446472168,-0.0072099147364497185,-3.080726146697998,1668534519.7356215
