elapsed time,opti x,opti y,opti theta,safety_value,throttle,steering,current,voltage,IMU[0],IMU[1],IMU[2],velocity,opti time
0.099313498,0.47893038392066956,0.09634676575660706,0.7329260110855103,1.0,0.0,-0.9794304966926575,0.0,0.0,0.0,0.0,0.0,0.0,1687790304.2303882
0.199225903,0.6582660675048828,0.2586987018585205,0.9594534039497375,1.0,0.0,-0.9794304966926575,0.0,0.0,0.0,0.0,0.0,0.0,1687790304.3304634
0.299383641,0.7959693670272827,0.42709067463874817,1.1679893732070923,1.0,0.46394237875938416,-0.9794304966926575,0.0,0.0,0.0,0.0,0.0,0.0,1687790304.430663
0.39931440399999996,0.888889491558075,0.5956488251686096,1.3483281135559082,1.0,0.5773491859436035,-0.9794304966926575,0.0,0.0,0.0,0.0,0.0,0.0,1687790304.5302918
0.49915385300000004,0.9519126415252686,0.7899069786071777,1.4699581861495972,1.0,0.36085087060928345,-0.9588000178337097,0.0,0.0,0.0,0.0,0.0,0.0,1687790304.6304066
0.5991449360000001,0.9847666621208191,1.0098602771759033,1.5888537168502808,1.0,0.4536271393299103,-0.886654257774353,0.0,0.0,0.0,0.0,0.0,0.0,1687790304.7302897
0.699094296,0.9838285446166992,1.1892763376235962,1.6646889448165894,1.0,0.6907559633255005,-0.9691152572631836,0.0,0.0,0.0,0.0,0.0,0.0,1687790304.830286
0.799104452,0.9838285446166992,1.1892763376235962,1.6646889448165894,1.0,0.0,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790304.9302864
0.89914155,0.9838285446166992,1.1892763376235962,1.6646889448165894,1.0,0.0,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790305.030335
0.999130726,0.9838285446166992,1.1892763376235962,1.6646889448165894,1.0,0.3505356013774872,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790305.1302881
1.09909463,0.9838285446166992,1.1892763376235962,1.6646889448165894,1.0,0.24744407832622528,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790305.2306278
1.199183464,0.5416399836540222,2.31488299369812,2.4646613597869873,1.0,0.0,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790305.3302658
1.299289942,0.38112524151802063,2.448871612548828,2.606135368347168,1.0,0.0,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790305.4300888
1.3993887900000002,0.22157154977321625,2.540787935256958,2.810706377029419,1.0,0.0,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790305.5309083
1.4993696220000001,0.10581734776496887,2.582197427749634,2.952996015548706,1.0,0.5051729083061218,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790305.6302588
1.599476338,-0.04403342306613922,2.6057307720184326,-3.1107823848724365,1.0,0.5361186265945435,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790305.7304206
1.699451447,-0.04403342306613922,2.6057307720184326,-3.1107823848724365,1.0,0.5258033871650696,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790305.830441
1.799316406,-0.04403342306613922,2.6057307720184326,-3.1107823848724365,1.0,0.5258033871650696,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790305.9303403
1.899250984,-0.04403342306613922,2.6057307720184326,-3.1107823848724365,1.0,0.5258033871650696,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790306.0302782
1.999218464,-0.04403342306613922,2.6057307720184326,-3.1107823848724365,1.0,0.0,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790306.1303203
2.099371433,-0.9007931351661682,2.30294132232666,-2.3215034008026123,1.0,0.0,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790306.2307754
2.199271918,-0.9007931351661682,2.30294132232666,-2.3215034008026123,1.0,0.3711661100387573,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790306.3305829
2.299102307,-0.9007931351661682,2.30294132232666,-2.3215034008026123,1.0,0.6082949042320251,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790306.4303148
2.399148226,-0.9007931351661682,2.30294132232666,-2.3215034008026123,1.0,0.5876644253730774,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790306.530786
2.499273062,-0.9007931351661682,2.30294132232666,-2.3215034008026123,1.0,0.5876644253730774,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790306.6303475
2.599260807,-0.9007931351661682,2.30294132232666,-2.3215034008026123,1.0,0.5876644253730774,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790306.7303157
2.699295044,-1.4755594730377197,1.1273181438446045,-1.4366034269332886,1.0,0.5258033871650696,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790306.8304915
2.799216271,-1.4755594730377197,1.1273181438446045,-1.4366034269332886,1.0,0.49488815665245056,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790306.9306145
2.899502516,-1.4755594730377197,1.1273181438446045,-1.4366034269332886,1.0,0.4536271393299103,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790307.0301485
2.999241352,-1.321924090385437,0.3053547441959381,-1.0782464742660522,1.0,0.3814813792705536,-0.9897457957267761,0.0,0.0,0.0,0.0,0.0,0.0,1687790307.130303
