safety_value,throttle,steering,current,voltage,IMU[0],IMU[1],IMU[2],velocity,elapsed time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000403643
0.0,-0.0,0.0,0.10999999940395355,8.0,-0.019999999552965164,0.3400000035762787,1.0700000524520874,2.740000009536743,0.097063303
0.0,-0.0,0.0,0.10999999940395355,8.0,-0.10999999940395355,0.2800000011920929,0.47999998927116394,2.930000066757202,0.1970222
0.0,-0.0,0.0,0.10999999940395355,8.0,-0.25999999046325684,0.44999998807907104,-0.3799999952316284,2.380000114440918,0.296951771
0.0,-0.0,0.0,0.10999999940395355,8.0,-0.11999999731779099,0.23999999463558197,0.6899999976158142,2.140000104904175,0.397061587
0.0,-0.0,0.0,0.10999999940395355,8.0,-0.3400000035762787,0.3700000047683716,-0.46000000834465027,1.399999976158142,0.497076512
0.0,-0.0,0.0,0.10999999940395355,8.0,-0.11999999731779099,0.46000000834465027,0.5799999833106995,1.649999976158142,0.597058297
0.0,-0.0,0.0,0.10999999940395355,8.0,-0.36000001430511475,0.3700000047683716,-0.2800000011920929,1.2899999618530273,0.697584153
0.0,-0.0,0.0,0.10999999940395355,8.0,-0.10000000149011612,0.36000001430511475,0.6399999856948853,1.3700000047683716,0.797411204
0.0,-0.0,0.0,0.10999999940395355,8.0,-0.11999999731779099,0.28999999165534973,0.8199999928474426,0.9700000286102295,0.897416115
0.0,-0.0,0.0,0.10999999940395355,8.0,-0.28999999165534973,0.41999998688697815,-0.3400000035762787,1.2999999523162842,0.997407437
0.0,-0.0,0.0,0.10999999940395355,8.0,-0.07000000029802322,0.28999999165534973,1.0299999713897705,1.350000023841858,1.097417832
0.0,-0.0,0.0,0.10999999940395355,8.0,-0.33000001311302185,0.4000000059604645,-0.4399999976158142,1.4299999475479126,1.198073387
0.0,-0.0,0.0,0.10999999940395355,8.0,-0.029999999329447746,0.3400000035762787,1.0,0.7200000286102295,1.29796052
0.0,-0.0,0.0,0.10999999940395355,8.0,-0.3199999928474426,0.4000000059604645,-0.30000001192092896,1.309999942779541,1.397387982
0.0,-0.0,0.0,0.10999999940395355,8.0,0.009999999776482582,0.23000000417232513,1.159999966621399,1.5199999809265137,1.497533799
1.0,-0.0,0.0,0.10999999940395355,8.0,-0.25999999046325684,0.3799999952316284,-0.11999999731779099,0.9599999785423279,1.597178459
1.0,-0.0,0.0,0.10999999940395355,8.0,-0.10000000149011612,0.23000000417232513,1.0499999523162842,2.2799999713897705,1.696994543
1.0,-0.0,0.0,0.10999999940395355,8.0,-0.30000001192092896,0.4300000071525574,-0.2800000011920929,1.8200000524520874,1.7971344
1.0,-0.0,0.0,0.10999999940395355,8.0,-0.03999999910593033,0.3799999952316284,1.1399999856948853,0.9700000286102295,1.897212267
1.0,-0.0,0.0,0.10999999940395355,8.0,-0.14000000059604645,0.36000001430511475,0.46000000834465027,1.5299999713897705,1.997153282
1.0,-0.0,0.0,0.10999999940395355,8.0,-0.14000000059604645,0.3700000047683716,0.44999998807907104,0.8799999952316284,2.097928286
1.0,-0.0,0.0,0.10999999940395355,8.0,-0.05000000074505806,0.27000001072883606,0.8199999928474426,0.6100000143051147,2.19751668
1.0,-0.0,0.0,0.10999999940395355,8.0,-0.27000001072883606,0.4099999964237213,-0.3100000023841858,1.2699999809265137,2.297266484
1.0,-0.0,0.0,0.10999999940395355,8.0,-0.12999999523162842,0.2199999988079071,-0.009999999776482582,0.7099999785423279,2.397332192
1.0,-0.0,0.0,0.10999999940395355,8.0,-0.25999999046325684,0.4699999988079071,0.3499999940395355,0.7400000095367432,2.497997523
1.0,-0.0,0.0,0.10999999940395355,8.0,-0.09000000357627869,0.23999999463558197,0.8700000047683716,0.5799999833106995,2.598148108
1.0,0.1134033203125,0.0,0.10999999940395355,8.0,-0.33000001311302185,0.44999998807907104,-0.23000000417232513,0.30000001192092896,2.69815588
1.0,0.23712158203125,0.0,0.20999999344348907,8.0,-0.20999999344348907,0.3100000023841858,0.009999999776482582,0.4699999988079071,2.798161269
