safety_value,throttle,steering,current,voltage,IMU[0],IMU[1],IMU[2],velocity,elapsed time,republished time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000735044,-0.376650334
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090872526,-0.376650334
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190921783,0.090872526
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290888071,0.190921783
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391369819,0.290888071
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49382519700000005,0.391369819
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5925359720000001,0.49382519700000005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.691663742,0.5925359720000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7921855449999999,0.5925359720000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.892218828,0.7921855449999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991918802,0.7921855449999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.092021226,0.991918802
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.191159248,0.991918802
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2906873220000001,1.191159248
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.390658378,1.191159248
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.490681409,1.191159248
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.590770244,1.2906873220000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.691861867,1.590770244
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.791904687,1.691861867
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.892221689,1.791904687
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99219346,1.892221689
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09207654,1.99219346
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.191327571,2.09207654
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.291626215,2.191327571
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.392151117,2.291626215
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.491642475,2.392151117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.591384649,2.491642475
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69113779,2.591384649
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.790953636,2.69113779
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.890924692,2.790953636
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.991505146,2.890924692
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.092952489,2.991505146
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.191702604,3.092952489
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.291384935,3.191702604
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.391787767,3.291384935
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.494635582,3.391787767
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59308958,3.494635582
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.692635536,3.59308958
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.791667699,3.692635536
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.891332149,3.791667699
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.990785598,3.891332149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.091116428,3.990785598
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.191080093,4.091116428
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.291107416,4.191080093
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.391816616,4.291107416
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4918572900000004,4.391816616
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.592171669,4.4918572900000004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.691750526,4.592171669
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.793058395,4.691750526
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.891682863,4.793058395
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.992277622,4.891682863
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.091868162,4.992277622
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.193103313,5.091868162
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.291314601,5.193103313
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.390890598,5.291314601
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.491027593,5.390890598
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.590819597,5.491027593
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.691495657,5.590819597
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.792097091,5.691495657
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.894586801,5.792097091
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.992131948,5.894586801
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.091641187,5.992131948
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.192464828,6.091641187
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.291822433,6.192464828
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.391615629,6.291822433
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.494155645,6.391615629
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.592290163,6.494155645
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.690982341,6.592290163
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.791045427,6.690982341
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.893912553,6.791045427
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.991051435,6.893912553
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.091068029,6.991051435
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.191636085,7.091068029
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.291902065,7.191636085
