safety_value,throttle,steering,current,voltage,IMU[0],IMU[1],IMU[2],velocity,elapsed time,republished time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003731489,-0.19820714
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099790096,-0.19820714
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200053215,0.099790096
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30094409,0.200053215
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.401059389,0.30094409
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499686956,0.401059389
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599149704,0.499686956
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6998398299999999,0.599149704
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.799224854,0.6998398299999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899608374,0.799224854
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000454664,0.899608374
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.101443291,1.000454664
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.20023799,1.101443291
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.300196886,1.20023799
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4005284310000001,1.300196886
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.500326872,1.4005284310000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60025692,1.500326872
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.700589418,1.60025692
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8003845219999999,1.700589418
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.899458885,1.8003845219999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99943471,1.899458885
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.099256754,1.99943471
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.199355841,2.099256754
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.299875975,2.199355841
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.401125193,2.299875975
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.500267744,2.401125193
