safety_value,throttle,steering,current,voltage,IMU[0],IMU[1],IMU[2],velocity,elapsed time,hand_made_ping
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002470255,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.095760822,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.199393988,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.296720028,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.395772934,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.495202303,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.59574914,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.69611454,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.79549408,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.896953583,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9961586,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.096725941,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.197131634,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.300037861,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.400153637,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.495979786,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5957582000000001,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.69677043,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.795093537,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.89508009,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.994824648,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.094905138,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.19568634,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.297379017,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.396415472,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.496329785,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.597255707,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6981484890000003,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.796041012,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.896097899,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.997300387,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.096274614,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.196109533,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.295641184,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.395594597,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.495970011,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.596070767,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.695386648,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.795875788,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8962008949999998,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.996139288,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.09618783,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.198270559,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.295917511,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.396328449,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.496334791,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.595270872,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.695241928,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.794921875,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.895254374,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.995868921,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.098052263,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.198174954,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.297384739,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.39717865,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.496684075,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.596436501,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.697413206,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.795618534,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.894909144,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.994716406,0.0
