safety_value,throttle,steering,current,voltage,IMU[0],IMU[1],IMU[2],velocity,elapsed time,republished time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001243353,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094512463,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194535971,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295326948,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396594286,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495481968,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595570564,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695982933,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795644998,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895608187,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997080088,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.096580267,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.197556019,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.295022249,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.395014048,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.495563269,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.595208883,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.696361303,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.796954393,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.897373199,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.996532202,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.096279621,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.197152853,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.296705484,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.395902634,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.497276306,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.596083164,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.694494247,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.795312643,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.894966125,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.995962858,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.096580982,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.196926594,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.296221018,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.397542,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4971601960000003,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.596956015,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.697018623,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.796677113,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.896386623,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.995081901,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.094573975,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.195331573,-12.200063229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.295289755,-12.200063229
