safety_value,throttle,steering,current,voltage,IMU[0],IMU[1],IMU[2],velocity,elapsed time,hand_made_ping
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.000864983,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.099129438,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.198241711,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.298475027,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.400242329,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.500386238,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5992565160000001,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.700342894,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.800287485,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.898742199,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999197722,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.099542141,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.19887948,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.298205137,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.398165464,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.49892211,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.598216772,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.699007034,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.798490286,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.900051117,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.99973917,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.098822832,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.198325873,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.298549652,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.399931669,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.499002695,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.600289106,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.698864222,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.797956705,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.898128033,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.997940302,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.098757982,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.199318886,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.299102306,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.399260759,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.499848604,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.599043131,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.700602055,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.799154997,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.899071455,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.99866271,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.097896338,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1979935170000005,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.297854662,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.397993803,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.498129368,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.598628044,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.698197365,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.798391342,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.898496866,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.998345852,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.098917723,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.198439121,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3001801969999995,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.39934063,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.498449326,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.598119497,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.698189736,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.798017502,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.898894787,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.999151468,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.099272728,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.1987502580000005,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.300292969,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.39926219,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.499148131,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.600686312,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.699817181,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.799250603,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.897759199,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.998441935,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.098192215,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.19810772,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.2987120149999996,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.400504828,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.500249386,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.598720789,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.699197531,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.799135447,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.900466681,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.999159575,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.100168228,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.198221922,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.297992945,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.398443461,0.0
