safety_value,throttle,steering,current,voltage,IMU[0],IMU[1],IMU[2],velocity,elapsed time,republished time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000649452,-0.414845944
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086077452,-0.414845944
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186263084,0.086077452
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286135673,0.186263084
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386359692,0.286135673
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.485117674,0.386359692
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585717201,0.386359692
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685429335,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.785919189,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885786056,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986172676,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.086126804,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.186239242,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.287126303,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.387140751,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.486269951,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.586414575,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.685635328,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.785124302,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.885184526,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.985108614,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.085158586,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.185902119,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.287089586,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.386213302,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.485967636,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.587073803,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.687088728,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78754735,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88702321,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.986194372,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.087128401,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.186371326,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.285409689,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.385250807,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.485144853,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58588767,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.686061382,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.786236048,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.886046409,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.986217499,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.086213112,0.585717201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185782671,0.585717201
