elapsed time,opti x,opti y,opti theta,safety_value,throttle,steering,current,voltage,IMU[0],IMU[1],IMU[2],velocity,opti time
0.099401712,0.4166335463523865,-3.2486839294433594,-2.527693748474121,1.0,-1.0,0.32990509271621704,0.5799999833106995,7.5,-2.0199999809265137,-2.359999895095825,-104.33000183105469,0.10000000149011612,1687791895.183049
0.199424267,0.4323880672454834,-3.317044734954834,-2.704369068145752,1.0,0.0,0.0,0.27000001072883606,7.53000020980835,-0.8399999737739563,-4.099999904632568,-95.94000244140625,0.0,1687791895.282948
0.299423933,0.4430076479911804,-3.355978012084961,-2.867795705795288,1.0,0.06186101958155632,0.0,0.5199999809265137,7.5,-0.6700000166893005,-4.110000133514404,-83.69999694824219,0.0,1687791895.383102
0.399489641,0.4466458559036255,-3.3638761043548584,-2.920335292816162,1.0,0.0,0.3505050837993622,0.3199999928474426,7.53000020980835,-0.4099999964237213,-4.159999847412109,-57.25,0.0,1687791895.4829073
0.49950242,0.4468967914581299,-3.363276720046997,-2.922877550125122,1.0,0.0,0.7629017233848572,0.20999999344348907,7.550000190734863,0.5799999833106995,-1.4700000286102295,8.630000114440918,0.0,1687791895.5830197
0.599503994,0.446682870388031,-3.363231897354126,-2.9245238304138184,1.0,0.0,1.0,0.6800000071525574,7.53000020980835,0.3799999952316284,-0.3700000047683716,0.3400000035762787,0.0,1687791895.6830301
0.699707985,0.4463375508785248,-3.3631789684295654,-2.9137589931488037,1.0,0.0,1.0,0.6299999952316284,7.53000020980835,-0.18000000715255737,-0.30000001192092896,1.690000057220459,0.0,1687791895.7827234
0.799827099,0.44601327180862427,-3.3636114597320557,-2.9198434352874756,1.0,0.1752678006887436,1.0,0.550000011920929,7.53000020980835,-0.0,-0.46000000834465027,-0.44999998807907104,0.0,1687791895.8830795
0.899536371,0.44029971957206726,-3.3622443675994873,-2.917290449142456,1.0,1.0,1.0,0.3100000023841858,7.550000190734863,0.46000000834465027,-0.9200000166893005,2.0299999713897705,0.0,1687791895.983278
0.999460935,0.41951292753219604,-3.3616690635681152,-2.9751367568969727,1.0,1.0,1.0,1.3300000429153442,7.53000020980835,-0.11999999731779099,0.23999999463558197,-10.210000038146973,0.10000000149011612,1687791896.0829601
1.099329948,0.3609708249568939,-3.358725070953369,-3.084423065185547,1.0,1.0,1.0,2.559999942779541,7.21999979019165,2.359999895095825,0.6200000047683716,-59.16999816894531,0.9300000071525574,1687791896.1830842
1.199359178,0.26945704221725464,-3.3430287837982178,3.015195846557617,1.0,1.0,1.0,2.559999942779541,6.929999828338623,3.7799999713897705,-2.3399999141693115,-64.61000061035156,1.909999966621399,1687791896.2827344
1.299410581,0.1483026146888733,-3.3121368885040283,2.723602294921875,1.0,0.0,1.0,2.559999942779541,6.96999979019165,6.25,0.4399999976158142,-160.8699951171875,2.109999895095825,1687791896.3830914
1.399325609,0.027345115318894386,-3.2518601417541504,2.4468955993652344,1.0,0.0,1.0,2.559999942779541,7.0,8.960000038146973,-5.550000190734863,-185.8300018310547,2.2200000286102295,1687791896.4827037
1.499354839,-0.05820992588996887,-3.177264451980591,2.2234208583831787,1.0,0.6082949042320251,1.0,0.2199999988079071,7.400000095367432,0.2199999988079071,-2.069999933242798,-152.10000610351562,1.0800000429153442,1687791896.5828762
1.599426746,-0.11576543748378754,-3.0958948135375977,1.9796432256698608,1.0,1.0,1.0,0.20999999344348907,7.53000020980835,-1.399999976158142,-5.880000114440918,-122.16999816894531,0.8799999952316284,1687791896.683125
1.699470043,-0.16405074298381805,-2.983008623123169,1.7059873342514038,1.0,1.0,1.0,2.559999942779541,7.380000114440918,1.2400000095367432,-5.989999771118164,-95.87000274658203,1.5,1687791896.7827587
1.799502849,-0.1879032850265503,-2.842602252960205,1.4652537107467651,1.0,1.0,1.0,2.559999942779541,6.96999979019165,5.570000171661377,-5.070000171661377,-120.83999633789062,2.2699999809265137,1687791896.883088
1.8995034689999999,-0.1818169802427292,-2.686746120452881,1.1991544961929321,1.0,1.0,0.02059999480843544,2.559999942779541,7.050000190734863,0.6499999761581421,-4.920000076293945,-148.35000610351562,2.4800000190734863,1687791896.9832394
1.99959588,-0.14812138676643372,-2.5194344520568848,0.9306797385215759,1.0,1.0,-0.9794304966926575,2.559999942779541,7.03000020980835,2.7100000381469727,-4.679999828338623,-135.38999938964844,2.5299999713897705,1687791897.0829577
2.099539757,-0.07569114863872528,-2.3572659492492676,0.8437405228614807,1.0,1.0,-0.9794304966926575,2.559999942779541,7.050000190734863,3.4200000762939453,-9.84000015258789,-146.42999267578125,2.7300000190734863,1687791897.1831605
2.199561596,0.011596747674047947,-2.1805710792541504,0.8714540004730225,1.0,1.0,-0.9794304966926575,2.559999942779541,7.079999923706055,8.949999809265137,-6.260000228881836,-60.540000915527344,2.7899999618530273,1687791897.2829638
2.299506187,0.11247780919075012,-1.9951976537704468,1.1421335935592651,1.0,1.0,-0.9794304966926575,2.559999942779541,7.050000190734863,7.949999809265137,8.59000015258789,135.0800018310547,2.630000114440918,1687791897.3826706
2.399451971,0.2011125236749649,-1.7833136320114136,1.3802106380462646,1.0,1.0,-0.9794304966926575,2.559999942779541,7.050000190734863,8.609999656677246,4.119999885559082,173.16000366210938,2.630000114440918,1687791897.4831657
2.499289274,0.275901734828949,-1.5532503128051758,1.5534523725509644,1.0,1.0,-0.9794304966926575,2.559999942779541,7.079999923706055,6.579999923706055,-1.8200000524520874,167.69000244140625,2.8399999141693115,1687791897.582921
