safety_value,throttle,steering,current,voltage,IMU[0],IMU[1],IMU[2],velocity,elapsed time,opti x,opti y,opti rot,opti time
0.0,1.0,1.0,0.17000000178813934,0.0,0.0,0.0,0.0,0.0,0.000394583,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.2199999988079071,7.75,-0.03999999910593033,-0.15000000596046448,1.590000033378601,0.0,0.10002279300000005,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.2199999988079071,7.75,-0.17000000178813934,0.10999999940395355,0.3100000023841858,0.0,0.19987583099999995,-1.9486831426620483,-0.09302017092704773,-1.4348188638687134,1668017445.3804865
0.0,1.0,1.0,0.20999999344348907,7.75,-0.14000000059604645,0.33000001311302185,0.4099999964237213,0.0,0.29997897100000004,-1.9485905170440674,-0.09310871362686157,-1.4374420642852783,1668017445.4804692
0.0,1.0,1.0,0.2199999988079071,7.75,0.0,-0.5099999904632568,1.4900000095367432,0.0,0.39997172299999995,-1.948715329170227,-0.09293901920318604,-1.434205412864685,1668017445.5305698
0.0,1.0,1.0,0.17000000178813934,7.75,-0.10999999940395355,0.18000000715255737,0.7599999904632568,0.0,0.49992227499999997,-1.9486291408538818,-0.09303449094295502,-1.4370226860046387,1668017445.6806798
0.0,1.0,1.0,0.2199999988079071,7.75,0.019999999552965164,-0.09000000357627869,1.4700000286102295,0.0,0.5999419690000001,-1.9486796855926514,-0.09300100058317184,-1.4345332384109497,1668017445.7805073
0.0,1.0,1.0,0.2199999988079071,7.75,-0.019999999552965164,0.019999999552965164,0.28999999165534973,0.0,0.6999287599999999,-1.9485026597976685,-0.09319888055324554,-1.4344826936721802,1668017445.8391414
0.0,1.0,1.0,0.17000000178813934,7.75,-0.009999999776482582,-0.3700000047683716,1.6299999952316284,0.0,0.799935341,-1.9486199617385864,-0.09300658851861954,-1.436989188194275,1668017445.9889464
0.0,1.0,1.0,0.2199999988079071,7.75,0.05999999865889549,-0.4300000071525574,1.6200000047683716,0.0,0.899934768,-1.948720097541809,-0.09294907748699188,-1.4341883659362793,1668017446.0807302
0.0,1.0,1.0,0.17000000178813934,7.75,-0.20999999344348907,0.20000000298023224,0.550000011920929,0.0,0.99994421,-1.9485100507736206,-0.09319635480642319,-1.4343371391296387,1668017446.172274
0.0,1.0,1.0,0.2199999988079071,7.75,0.009999999776482582,-0.3100000023841858,1.25,0.0,1.099967956,-1.9485100507736206,-0.09319635480642319,-1.4343371391296387,1668017446.172274
0.0,1.0,1.0,0.17000000178813934,7.75,-0.03999999910593033,-0.03999999910593033,0.46000000834465027,0.0,1.199906111,-1.948503851890564,-0.0932183489203453,-1.434326171875,1668017446.3887744
0.0,1.0,1.0,0.2199999988079071,7.75,-0.019999999552965164,-0.25999999046325684,1.690000057220459,0.0,1.2999472619999999,-1.9487148523330688,-0.09293336421251297,-1.4342478513717651,1668017446.4890163
0.0,1.0,1.0,0.2199999988079071,7.75,-0.1899999976158142,0.11999999731779099,0.10000000149011612,0.0,1.399961233,-1.9486210346221924,-0.09304629266262054,-1.4370132684707642,1668017446.5805604
0.0,1.0,1.0,0.20000000298023224,7.75,-0.12999999523162842,0.3100000023841858,0.3700000047683716,0.0,1.49989891,-1.9486836194992065,-0.09298579394817352,-1.434497356414795,1668017446.6805713
