safety_value,throttle,steering,current,voltage,IMU[0],IMU[1],IMU[2],velocity,elapsed time,republished time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000382901,-0.121773958
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010221958,-0.121773958
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0198946,-0.121773958
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030030728,-0.121773958
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039900303,-0.121773958
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049866915,-0.121773958
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060297728,-0.121773958
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069984913,-0.121773958
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079993248,0.069984913
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090088129,0.079993248
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100272894,0.090088129
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10996747,0.100272894
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120138884,0.10996747
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130157233,0.120138884
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139945984,0.130157233
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15017128,0.139945984
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160271168,0.15017128
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170084238,0.160271168
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179885626,0.170084238
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189926863,0.179885626
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199918986,0.189926863
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209945679,0.199918986
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219918251,0.209945679
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229897499,0.219918251
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239889145,0.229897499
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.249904871,0.239889145
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259968758,0.249904871
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26996255,0.259968758
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279978991,0.26996255
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290158987,0.279978991
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300007105,0.290158987
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.310119629,0.300007105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320155144,0.310119629
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.330621004,0.320155144
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340473891,0.330621004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35017705,0.340473891
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.360357762,0.35017705
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.370724917,0.360357762
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.380218506,0.370724917
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389954806,0.380218506
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.400257349,0.389954806
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.410592318,0.400257349
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.420237542,0.410592318
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.430093766,0.420237542
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440292359,0.430093766
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.450157881,0.440292359
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.460109949,0.440292359
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.470491886,0.440292359
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.480278254,0.470491886
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49012065,0.480278254
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500744105,0.49012065
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.510262013,0.500744105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520576477,0.510262013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.530637026,0.520576477
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.540199042,0.530637026
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.550247908,0.540199042
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.560336352,0.550247908
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.570367337,0.560336352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.580018282,0.570367337
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5904243,0.580018282
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.600191593,0.5904243
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.610122681,0.600191593
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.620405197,0.610122681
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.630552292,0.620405197
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.640109301,0.630552292
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65052414,0.640109301
