safety_value,throttle,steering,current,voltage,IMU[0],IMU[1],IMU[2],velocity,elapsed time,republished time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000943422,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00395298,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008659601,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014069795,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019031524,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023896694,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028812885,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033784866,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038550138,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043611049,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048537254,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053864479,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058954,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064062595,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068590879,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073567152,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078459262,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083604097,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088867902,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094056844,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098893165,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10387063,-0.208808661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108838558,-0.208808661
