elapsed time,opti x,opti y,opti theta,safety_value,throttle,steering,current,voltage,IMU[0],IMU[1],IMU[2],endocder velocity,vx,vy,omega,total comp time,solver comp time
0.020093202,0.549743056297302,0.820108652114868,2.92859077453613,1,0.129000034757034,-0.367393137621085,1.27999997138977,7.84999990463257,1.37000000476837,-4.21999979019165,-6.46000003814697,0.769999980926514,0.687888085842133,-0.008105969056487,-0.112748272716999,0.05528903,0.049699586
0.080897569,0.523926377296448,0.825711131095886,2.93511343002319,1,0.129000031954807,-0.444668035323161,1.12999999523163,7.84999990463257,-0.5,-1.41999995708466,8.3100004196167,0.769999980926514,0.693364560604095,-0.012665561400354,0.145036861300468,0.048840046,0.045893587
0.124079466,0.471879154443741,0.834962129592896,2.95145630836487,1,0.129000032713448,-0.512290779482539,1.12999999523163,7.84999990463257,-0.5,-1.41999995708466,8.3100004196167,0.769999980926514,0.702283918857574,-0.02138969488442,0.145036861300468,0.035464049,0.025395904
0.200958729,0.41919618844986,0.842924058437347,2.98306560516357,1,0.129000035655599,-0.597985533138666,1.13999998569489,7.82999992370606,1.80999994277954,0.270000010728836,11.9300003051758,0.829999983310699,0.710006475448608,-0.039450578391552,0.208217784762382,0.030946255,0.028473873
0.292289972,0.342323422431946,0.849754691123962,3.03215384483337,1,0.129000034058776,-0.504952408768745,1.02999997138977,7.84999990463257,-0.46000000834465,1.25999999046326,28.75,0.769999980926514,0.717299461364746,-0.062730319797993,0.501782178878784,0.022557497,0.02052554
0.39364624,0.266728788614273,0.847431838512421,3.09914755821228,1,0.129000035179832,-0.437902261571765,1.0900000333786,7.84999990463257,0.899999976158142,-0.029999999329448,45.0099983215332,0.829999983310699,0.718132078647614,-0.089467190206051,0.785572707653046,0.023900271,0.021204967
0.499216556,0.192182555794716,0.840170860290527,-3.11504673957825,1,0.129000035345907,-0.301663110043983,0.769999980926514,7.88000011444092,-1.17999994754791,2.07999992370605,47.8400001525879,0.769999980926514,0.715768039226532,-0.113917976617813,0.834965527057648,0.02588439,0.021795247
0.592347383,0.117686398327351,0.826749265193939,-3.0522243976593,1,0.129000035067807,-0.121791652405243,0.819999992847443,7.88000011444092,0.509999990463257,3.5699999332428,45.810001373291,0.769999980926514,0.713306307792664,-0.128106743097305,0.79953533411026,0.021161557,0.018320774
0.689115762,0.044392254203558,0.808222591876983,-2.94928932189941,1,0.129000035392436,0.15241295662573,1.26999998092651,7.84999990463257,-3.65000009536743,1.69000005722046,50.2299995422363,0.769999980926514,0.704615771770477,-0.168101340532303,0.876678884029388,0.018664122,0.016655001
0.785111665,-0.0299680698663,0.785204529762268,-2.89562511444092,1,0.129000035919441,0.430170740070801,1.57000005245209,7.84999990463257,0.790000021457672,0.910000026226044,37.3899993896484,0.769999980926514,0.705611228942871,-0.171214491128922,0.652578592300415,0.014951229,0.012321205
