safety_value,throttle,steering,current,voltage,IMU[0],IMU[1],IMU[2],velocity,elapsed time
0.0,-0.0,0.0,0.0,0.9300000071525574,0.0,0.0,0.0,0.0,0.000599861
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,0.098037481
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,0.198156118
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,0.298637867
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,0.399493932
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,0.499098062
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,0.598525047
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,0.698276281
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,0.798264742
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,0.899019241
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,0.999244451
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,1.099604129
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,1.200217485
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,1.298576593
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,1.397970199
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,1.497983694
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,1.598058939
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,1.6987257
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,1.799708366
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,1.898683548
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,1.998348713
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,2.098877906
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,2.19917202
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,2.299195289
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,2.399631261
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,2.499801874
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,2.598261118
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,2.6979393959999998
0.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,2.7983696460000003
1.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,2.897994041
1.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,2.998446703
1.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,3.098441362
1.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,3.198285579
1.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,3.298771858
1.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,3.398441076
1.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,3.499203682
1.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,3.599973917
1.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,3.6986894599999998
1.0,-0.0,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,3.798938036
1.0,0.18000000715255737,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.0,3.898641348
1.0,0.18000000715255737,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.10000000149011612,3.998353004
1.0,0.18000000715255737,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.25999999046325684,4.09850955
1.0,0.18000000715255737,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.6200000047683716,4.198943138
1.0,0.18000000715255737,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.7699999809265137,4.298267603
1.0,0.18000000715255737,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,0.9300000071525574,4.398963213
1.0,0.18000000715255737,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,1.1299999952316284,4.499141931
1.0,0.18000000715255737,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,1.2400000095367432,4.599486827
1.0,0.18000000715255737,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,1.340000033378601,4.698668718
1.0,0.18000000715255737,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,1.3899999856948853,4.799145221
1.0,0.18000000715255737,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,1.5499999523162842,4.898923874
1.0,0.18000000715255737,0.0,0.0,0.9300000071525574,3.7100000381469727,-9.670000076293945,0.0,1.5499999523162842,4.998857259
